Gene,Drug,Partner Genes,Candidate Gene Pairs,Gene Pairs Tested,Epistasis Score HMP (-log10[P]),Max Epistasis Score (-log10[P]),Top Interaction for Gene,Top Interaction P-Value,Top Interaction FDR,Epistasis Score HMP FDR
NKX2-1,Etoposide,98,858,114,0.6687016282046434,1.614475405562537,IL10RA_del x NKX2-1_amp,0.024295430250535457,0.8552248716626133,0.3242277946807974
CHD4,Etoposide,100,873,214,0.6685002776535782,2.0049930250996018,CHD4_amp x KMT2C_amp,0.00988569,0.8472613901056887,0.3242277946807974
NEGR1,Etoposide,79,702,57,0.6692236981001983,1.7590761038103464,NEGR1_amp x RHOA_del,0.017415017,0.8546653514366502,0.3242277946807974
NRAS,Etoposide,63,567,83,0.6520640911503081,1.6784451521620471,NRAS_mut x SEC23B_amp,0.020967895709297624,0.8546653514366502,0.32480568845950536
CARD11,Etoposide,98,858,202,0.6525393304469757,1.955755257151925,CARD11_amp x IL10RA_del,0.011072475878631107,0.8546653514366502,0.32480568845950536
MAFB,Etoposide,98,858,172,0.6644728421753581,1.9187186221262482,CD70_amp x MAFB_amp,0.012058169319105671,0.8546653514366502,0.32480568845950536
EZH2,Etoposide,96,843,205,0.6626501812349712,1.7364233602634829,BCL11B_amp x EZH2_amp,0.018347489158020185,0.8546653514366502,0.32480568845950536
EMSY,Etoposide,90,528,118,0.6643143028087661,1.971953101547332,EMSY_del x TP53_mut,0.010667113066879445,0.8546653514366502,0.32480568845950536
HAVCR2,Etoposide,98,858,73,0.6602763826510113,1.7737954850409023,HAVCR2_amp x MS4A1_amp,0.016834666409257848,0.8546653514366502,0.32480568845950536
EPHB2,Etoposide,59,531,71,0.6547738580255261,1.7964662652422418,EPHA2_mut x EPHB2_mut,0.015978416,0.8546653514366502,0.32480568845950536
NRIP1,Etoposide,16,144,28,0.6624329059843569,1.6936028620072627,ESR2_amp x NRIP1_mut,0.020248699625626407,0.8546653514366502,0.32480568845950536
INPPL1,Etoposide,52,468,98,0.6572077108413273,2.0299968381380262,INPPL1_del x TP53_mut,0.009332611,0.8300410147942112,0.32480568845950536
SF1,Etoposide,99,864,133,0.6588016510254896,2.189270205784192,SF1_amp x TERT_amp,0.006467401,0.7937259501518464,0.32480568845950536
RB1,Etoposide,158,1392,361,0.6540998301500528,2.1093488780953344,CHEK2_del x RB1_del,0.007774118,0.8189965521429037,0.32480568845950536
EP300,Etoposide,152,1332,354,0.6556668344082701,2.2157137588892235,EP300_mut x MDM4_amp,0.00608536,0.7937259501518464,0.32480568845950536
CTCF,Etoposide,115,999,182,0.6534066107911178,2.0601163467623067,CTCF_mut x DDX3X_mut,0.008707303,0.8199386383067152,0.32480568845950536
BCLAF1,Etoposide,99,864,184,0.6489139093422683,1.6993165306985105,BCLAF1_amp x BRD4_amp,0.019984048236121793,0.8546653514366502,0.3253969714397214
ERBB4,Etoposide,62,555,61,0.6500553357065473,1.6650219331039033,ERBB2_mut x ERBB4_mut,0.021626093,0.8546653514366502,0.3253969714397214
ALK,Etoposide,24,144,29,0.641376209,1.3264671867125788,AKT3_amp x ALK_amp,0.04715555,0.8959716504294051,0.3284548066118383
FUS,Etoposide,114,996,88,0.6427459845116372,1.555317771230485,DNMT3A_amp x FUS_amp,0.027840833225023308,0.8658667961037956,0.3284548066118383
JAK1,Etoposide,57,513,61,0.64133522,1.880693254038672,ERBB2_mut x JAK1_mut,0.013161541150462315,0.8546653514366502,0.3284548066118383
PIK3R3,Etoposide,24,213,12,0.639385997,1.186644733970835,AKT3_amp x PIK3R3_amp,0.065066173,0.9167071874350401,0.3290477711602888
FLT4,Etoposide,82,729,110,0.6380535976061893,1.8551935420524166,CSF1R_del x FLT4_del,0.013957462122621162,0.8546653514366502,0.3291763173089668
ESR2,Etoposide,16,144,21,0.6368187319683543,1.6936028620072627,ESR2_amp x NRIP1_mut,0.020248699625626407,0.8546653514366502,0.32923332065523536
MYOD1,Etoposide,5,45,2,0.6342126873307022,0.8118842900131018,C8orf34_amp x MYOD1_amp,0.15421112661493253,0.9541252330728793,0.33000390234771326
IKZF3,Etoposide,98,858,91,0.6334933563070698,1.4864595483877459,HLA-DQA1_amp x IKZF3_amp,0.032624244,0.8658667961037956,0.33000390234771326
PIK3CD,Etoposide,126,1107,103,0.6318990893457707,2.0754426879142738,PIK3CD_mut x PRKDC_mut,0.008405379,0.8199386383067152,0.33034131467703903
AMER1,Etoposide,4,33,12,0.6288227011054666,1.186393180827645,AMER1_del x AXIN1_amp,0.065103872,0.9167071874350401,0.3309386449333074
SRSF2,Etoposide,99,864,140,0.6290733177281903,1.9612893683682073,RAD21_amp x SRSF2_amp,0.010932277110733886,0.8546653514366502,0.3309386449333074
HLA-DPA1,Etoposide,98,858,61,0.6264529292861789,1.6362438545410156,HLA-DPA1_amp x PCBP1_amp,0.023107669,0.8552248716626133,0.3318760229460057
CCND3,Etoposide,45,396,38,0.6250384562319882,1.3500813327853336,CCND2_amp x CCND3_amp,0.044659995,0.8900577002538274,0.33208706728852155
FBXO11,Etoposide,25,213,18,0.6236378460037121,1.3078266191006858,FBXO11_amp x MDM2_amp,0.049223600902380094,0.9006434262556136,0.33228991607814207
CBR3,Etoposide,79,702,49,0.618159446,1.4382963975889056,CBR3_del x PAK3_del,0.036450509,0.8728798720833438,0.3330300101826524
FOXA1,Etoposide,79,702,126,0.619506198,1.8869710774884918,FOXA1_amp x GPC3_del,0.012972656615167819,0.8546653514366502,0.3330300101826524
BLM,Etoposide,68,600,81,0.6203209945105498,1.7740581054927609,BLM_mut x BRCA2_mut,0.016824489463863012,0.8546653514366502,0.3330300101826524
TNF,Etoposide,287,2529,236,0.6192035794623556,1.816540854154883,CREBBP_mut x TNF_amp,0.015256648685063004,0.8546653514366502,0.3330300101826524
IFNGR1,Etoposide,63,561,53,0.6104437983609674,1.3276915337323394,IFNGR1_del x PTPN13_del,0.047022797876858376,0.8959716504294051,0.33511901284204637
CALR,Etoposide,14,126,17,0.6108076068396266,1.2119445012038024,CALR_amp x NRAS_mut,0.061384044325328346,0.9124504462519393,0.33511901284204637
EPHA7,Etoposide,7,63,10,0.6092040041059928,1.3179636188532522,EPHA5_del x EPHA7_del,0.048087963037908334,0.896181125,0.33511901284204637
PTPN13,Etoposide,12,102,16,0.6119127871028729,1.3276915337323394,IFNGR1_del x PTPN13_del,0.047022797876858376,0.8959716504294051,0.33511901284204637
NOTCH4,Etoposide,82,729,109,0.6087621635892592,2.065321793135499,NOTCH4_mut x PDGFRA_mut,0.00860356,0.8199386383067152,0.33511901284204637
NHP2,Etoposide,46,272,51,0.6132848043389072,1.8464821285721154,GSTP1_amp x NHP2_amp,0.014240258447925048,0.8546653514366502,0.33511901284204637
CHEK2,Etoposide,154,1362,173,0.6069434250925883,2.1093488780953344,CHEK2_del x RB1_del,0.007774118,0.8189965521429037,0.33567124170723167
ERG,Etoposide,82,729,59,0.6041018561017062,1.5471724894483647,DMD_del x ERG_del,0.028367921113126898,0.8658667961037956,0.3363558578407355
SLIT2,Etoposide,86,765,125,0.6038596005099135,1.6229357020465072,RAC1_amp x SLIT2_mut,0.023826722014621948,0.8552248716626133,0.3363558578407355
SPEN,Etoposide,96,843,223,0.5987693657516977,1.8649221647863812,CREBBP_mut x SPEN_mut,0.013648277,0.8546653514366502,0.33946414474235664
HLA-B,Etoposide,98,858,116,0.5939496915216222,1.70687417,HLA-B_amp x PCBP1_amp,0.019639292,0.8546653514366502,0.339937272
HNF1A,Etoposide,17,150,18,0.5942837278859967,1.195925131566309,FGF19_amp x HNF1A_amp,0.063690531,0.9167071874350401,0.339937272
DAXX,Etoposide,29,258,33,0.589630996,1.2041485152478422,DAXX_amp x MYC_amp,0.062495893964831274,0.9167071874350401,0.339937272
HDAC5,Etoposide,42,372,52,0.5960463541682441,1.5399979409783304,ANKRD11_mut x HDAC5_amp,0.028840451765617635,0.8658667961037956,0.339937272
CASR,Etoposide,79,702,107,0.593733026,1.4545322148911484,CASR_amp x EGFR_amp,0.035112988,0.8658667961037956,0.339937272
CD276,Etoposide,93,825,58,0.588862647,1.6748159745277946,CD276_del x LMNA_amp,0.021143848,0.8546653514366502,0.339937272
STK11,Etoposide,20,168,24,0.5884289632389914,1.4292643064673232,STK11_del x TP53_mut,0.037216514,0.8757132572469658,0.339937272
ATM,Etoposide,54,477,169,0.58979281,1.8731131151688927,ATM_del x TP53_mut,0.013393278,0.8546653514366502,0.339937272
CD19,Etoposide,98,858,49,0.5889870035486751,1.5321776119390524,CD19_amp x TIGIT_amp,0.029364485,0.8658667961037956,0.339937272
RAD50,Etoposide,28,249,31,0.5842255840602459,1.2169127209712878,RAD50_amp x RAD51C_amp,0.060685828,0.9124504462519393,0.34240002580501105
EWSR1,Etoposide,99,864,110,0.5810710531676221,1.7092163303199062,EWSR1_del x PRDM1_del,0.019533662046366376,0.8546653514366502,0.3440507950424535
TGFBR1,Etoposide,29,258,18,0.5775934810774733,1.1019384940860564,TGFBR1_amp x TGFBR2_del,0.079079061,0.9167071874350401,0.3451250195306047
RUNX1,Etoposide,95,834,105,0.578525933,1.7224123762166097,RUNX1_mut x TP53_mut,0.018949058,0.8546653514366502,0.3451250195306047
B2M,Etoposide,98,858,31,0.5680327460971691,1.3917176445392878,B2M_del x FLT3_del,0.040577226,0.8802750906058087,0.3460547016643849
E2F3,Etoposide,26,228,41,0.5709074139368966,1.440758715089593,CKS1B_amp x E2F3_amp,0.036244431,0.8728798720833438,0.3460547016643849
ERRFI1,Etoposide,79,702,74,0.5695303072735429,1.4965522241097369,ERRFI1_del x FGF23_amp,0.031874822564525424,0.8658667961037956,0.3460547016643849
TOP2A,Etoposide,165,1446,216,0.5735726452858122,1.770926812116413,KMT2D_mut x TOP2A_amp,0.016946233565669534,0.8546653514366502,0.3460547016643849
ABL1,Etoposide,132,1173,113,0.5730130564334718,1.7470757501204632,ABL1_del x ENG_del,0.017902935618318083,0.8546653514366502,0.3460547016643849
NF2,Etoposide,99,870,95,0.5680801722290476,1.7403180171671095,NF2_del x PRAME_del,0.018183688493181617,0.8546653514366502,0.3460547016643849
E2F4,Etoposide,52,456,53,0.5740914196092733,1.5629500048834228,CCNE2_amp x E2F4_del,0.027355836231245184,0.8658667961037956,0.3460547016643849
ATR,Etoposide,31,273,68,0.5680616984191118,1.7403924452397386,ATR_amp x CREBBP_mut,0.018180572494747294,0.8546653514366502,0.3460547016643849
NFE2L2,Etoposide,79,702,52,0.5647108617068044,1.6229648745809726,NFE2L2_amp x PAK3_del,0.023825121574014445,0.8552248716626133,0.3478795481795004
BMPR1A,Etoposide,24,213,15,0.5635129963483347,1.2644797341725798,BMPR1A_amp x EGLN1_amp,0.054390151163531186,0.9013178572808229,0.34800981712317625
FGF1,Etoposide,13,114,4,0.5581717645308568,0.9894742030663707,FGF1_amp x TP53_mut,0.10245326353673812,0.9413062496568488,0.3514794366585658
BCORL1,Etoposide,8,72,25,0.5559480349410264,1.4107178780158298,BCORL1_del x E2F6_amp,0.038840259,0.8761529135231605,0.35244657627775156
AXIN1,Etoposide,10,87,8,0.5546321423043287,1.186393180827645,AMER1_del x AXIN1_amp,0.065103872,0.9167071874350401,0.3526803574934661
IGF1R,Etoposide,27,240,32,0.5535226181666606,1.329077673326871,IGF1R_amp x PIK3CA_amp,0.046872954262980736,0.8959716504294051,0.3527486068828282
FAS,Etoposide,116,1014,75,0.551381324,1.2818897525833337,CARD11_amp x FAS_amp,0.052252882,0.9010420411003525,0.353658034
PAK5,Etoposide,79,470,132,0.5500378172609973,1.6615131007991406,FLT1_amp x PAK5_amp,0.021801526,0.8546653514366502,0.35392102711509454
MAP2K1,Etoposide,58,516,23,0.539869892,1.1918236932355877,BCAR1_amp x MAP2K1_amp,0.064294868,0.9167071874350401,0.3548777004656621
RAD51,Etoposide,65,573,32,0.5397858147271167,1.279733601113676,BRCA2_del x RAD51_del,0.052512948,0.9010420411003525,0.3548777004656621
HLA-C,Etoposide,98,858,118,0.540050629,1.5452405587238782,HLA-C_amp x PCBP1_amp,0.028494395060072786,0.8658667961037956,0.3548777004656621
HDAC3,Etoposide,111,978,70,0.5415505350901638,1.3787640871531501,HDAC3_amp x SMARCE1_amp,0.041805739768834504,0.8841395749636501,0.3548777004656621
PLCG2,Etoposide,143,1263,153,0.5477437061995504,1.484770035339786,BTK_del x PLCG2_mut,0.032751407,0.8658667961037956,0.3548777004656621
SPRED1,Etoposide,79,702,41,0.5447152153360149,1.4576756794628165,FLT1_del x SPRED1_del,0.034859754,0.8658667961037956,0.3548777004656621
RARA,Etoposide,54,483,48,0.5455842955514827,1.4617102768388877,ANKRD11_mut x RARA_mut,0.034537407,0.8658667961037956,0.3548777004656621
RSF1,Etoposide,96,843,169,0.5404063802277954,2.0133721543225778,RSF1_del x TP53_mut,0.009696787,0.8472613901056887,0.3548777004656621
TSC2,Etoposide,58,516,60,0.5458121419837724,1.5122103700777432,ARAF_del x TSC2_mut,0.030746071,0.8658667961037956,0.3548777004656621
ETS1,Etoposide,13,111,18,0.5338895819080784,1.1840131107680258,ETS1_amp x NOTCH4_mut,0.065461641,0.9167071874350401,0.35509686631529813
GATA1,Etoposide,26,231,64,0.5327771722709356,1.276750717606012,ATP7B_mut x GATA1_del,0.052874866,0.9010420411003525,0.35509686631529813
MET,Etoposide,10,90,18,0.5325846729472011,1.1885099414920863,MET_amp x PIK3R2_amp,0.064787326,0.9167071874350401,0.35509686631529813
AKT2,Etoposide,29,258,29,0.5348997776857188,1.2726421319270056,AKT2_amp x PIK3R2_amp,0.053377455612968354,0.9013178572808229,0.35509686631529813
SMARCB1,Etoposide,97,852,111,0.5337658444483352,1.4393044819010536,RB1_del x SMARCB1_del,0.036365999,0.8728798720833438,0.35509686631529813
ARHGAP26,Etoposide,79,702,56,0.5348196313314024,1.5176623631946147,ARHGAP26_amp x SETBP1_del,0.030362507619889668,0.8658667961037956,0.35509686631529813
E2F2,Etoposide,39,339,42,0.5384906676782469,1.5471944843534713,ATM_mut x E2F2_del,0.028366484452153267,0.8658667961037956,0.35509686631529813
HLA-DRA,Etoposide,98,858,51,0.5312964469574787,1.2610984877795237,HLA-DRA_del x IRF4_del,0.054815264,0.9013178572808229,0.355347782
SPTA1,Etoposide,17,150,47,0.5295084104768432,1.2416105974300584,GPC3_del x SPTA1_mut,0.057330985,0.9094678122562739,0.35543093837725565
CEBPA,Etoposide,16,144,19,0.5282636951641652,1.0441097249998523,ANKRD11_mut x CEBPA_amp,0.090342119,0.933424443,0.35543093837725565
PPP1CB,Etoposide,79,702,43,0.5289398049598872,1.5154166856326123,PAK3_del x PPP1CB_amp,0.030519914622060898,0.8658667961037956,0.35543093837725565
ERCC4,Etoposide,9,81,8,0.5255446593291364,1.0459026978764503,ERCC4_amp x MLH3_amp,0.089969913,0.9332804709416248,0.3568630636517502
IDH1,Etoposide,17,150,14,0.5221906113768485,0.9241723887410813,FGF19_amp x IDH1_amp,0.11907692505623035,0.9493118334071234,0.35882703509895925
FGF5,Etoposide,13,114,9,0.5188308988332782,0.8804127713887164,FGF5_del x RB1_del,0.1317004408206125,0.9493118334071234,0.36000652262023813
SF3B1,Etoposide,114,996,143,0.5191998932359515,1.6138826406898383,KMT2D_mut x SF3B1_amp,0.024328613518849386,0.8552248716626133,0.36000652262023813
PDCD1,Etoposide,98,858,42,0.5172873204486538,1.0346514350333602,LYN_amp x PDCD1_del,0.092331218,0.933424443,0.36048725899815115
PAK1,Etoposide,79,702,98,0.5159325444941837,1.4439359141147494,PAK1_amp x RHOA_del,0.035980242,0.8698619757515332,0.3605158297217164
KDR,Etoposide,82,729,86,0.5153312413000806,1.4097083140269848,DMD_del x KDR_mut,0.038930653,0.8761529135231605,0.3605158297217164
GNAQ,Etoposide,79,702,56,0.5126006275541607,1.3685142406048934,GNAQ_amp x RHOA_del,0.042804138379155976,0.8884279454338367,0.36199060707090525
ABCC3,Etoposide,17,102,28,0.5096015485974466,1.1137432572993968,ABCC3_amp x CD276_amp,0.076958526,0.9167071874350401,0.3630873152802411
CHD2,Etoposide,97,852,156,0.5093778625728558,1.4600894657043955,CHD2_mut x RBM10_del,0.034666543,0.8658667961037956,0.3630873152802411
NSD1,Etoposide,9,81,23,0.5051003126434834,1.2889106159730677,NF1_mut x NSD1_mut,0.051414946,0.9010420411003525,0.36428457639039924
CSF3R,Etoposide,146,1290,79,0.5053535684268653,1.5183887451074194,CIITA_mut x CSF3R_mut,0.030311767,0.8658667961037956,0.36428457639039924
AXIN2,Etoposide,7,63,11,0.5053186648495515,1.0716566955898084,AKT1_del x AXIN2_amp,0.08478974,0.9305060587604193,0.36428457639039924
APOB,Etoposide,17,150,42,0.5019039012796509,1.286786289866664,APOB_amp x FGF23_amp,0.051667055,0.9010420411003525,0.36617783200420967
TNFRSF9,Etoposide,105,921,78,0.5006616318210123,1.214227160592814,MYD88_del x TNFRSF9_del,0.061062255,0.9124504462519393,0.3664301706241107
TET2,Etoposide,20,168,21,0.4973745431587234,1.0025420875030921,PRAME_del x TET2_del,0.099416372,0.9413062496568488,0.3668721090679107
PHOX2B,Etoposide,98,858,49,0.4973211050778623,1.2643223056766915,JAK2_del x PHOX2B_del,0.054409871,0.9013178572808229,0.3668721090679107
PIK3R1,Etoposide,150,1338,102,0.498412181,1.4079350932564936,PIK3R1_amp x SMAD4_del,0.039089931261925094,0.8761529135231605,0.3668721090679107
FUBP1,Etoposide,90,789,110,0.49498904320430326,1.654542428773475,FUBP1_amp x PBRM1_del,0.022154276476277407,0.8546653514366502,0.3680542067282388
RET,Etoposide,122,1089,123,0.4883288218452011,1.7081645249433337,RET_amp x SOX17_amp,0.019581027,0.8546653514366502,0.3729400661209421
PALLD,Etoposide,79,702,82,0.48422711,1.2896059414083878,ADGRA2_amp x PALLD_del,0.051332694,0.9010420411003525,0.3742426268492534
IRS1,Etoposide,61,549,55,0.4831823296882938,1.4887041881531156,BTK_del x IRS1_amp,0.032456061,0.8658667961037956,0.3742426268492534
PTEN,Etoposide,37,330,61,0.48310267125005124,1.2304678121375159,EGFR_amp x PTEN_amp,0.058820971,0.9108568930898352,0.3742426268492534
ZNF750,Etoposide,7,63,11,0.48454641900477646,1.1210202169975645,CDH2_del x ZNF750_amp,0.075679766,0.9167071874350401,0.3742426268492534
HRAS,Etoposide,104,921,80,0.48108930473267875,1.3575889129065384,ASNS_amp x HRAS_amp,0.043894599,0.8893579819241094,0.37518336146958087
RBL2,Etoposide,52,456,84,0.47176906155156606,1.1558967055286182,MSH6_mut x RBL2_mut,0.069839849,0.9167071874350401,0.38250993692887403
FANCC,Etoposide,79,702,50,0.46806335812944894,0.9222843509122882,FANCC_amp x GPC3_del,0.11959572312704436,0.9493118334071234,0.3848968620890243
PTPN11,Etoposide,146,1293,85,0.4672310698682358,1.2922853203340394,PTPN11_amp x RSF1_amp,0.051016972,0.9010420411003525,0.3848968620890243
HDAC4,Etoposide,36,318,43,0.46330366939521334,0.9402196573742709,ARAF_del x HDAC4_amp,0.11475730554245989,0.9493118334071234,0.3875756669056112
APC,Etoposide,19,171,36,0.458514473,1.026977813779676,APC_amp x CDH2_del,0.093977132,0.933424443,0.39105005943511223
TNFRSF17,Etoposide,98,574,39,0.456786939,1.1065665757428964,IKBKE_amp x TNFRSF17_amp,0.078240826,0.9167071874350401,0.3917855949260076
ALOX12B,Etoposide,7,63,12,0.45404035200992565,0.9902489044557978,ALOX12B_mut x FLG_mut,0.10227066868543921,0.9413062496568488,0.39344636148953593
STAT4,Etoposide,98,858,43,0.45123655448270394,1.221511043882262,NFKBIA_amp x STAT4_amp,0.060046674,0.9119156814905425,0.39516795011634487
FGF2,Etoposide,13,114,10,0.44765565020057846,0.7698569961716851,EGF_amp x FGF2_amp,0.16988029396314952,0.9613436328855095,0.39678299883939694
EXT2,Etoposide,79,702,45,0.4480284504795611,1.0385766964642738,EXT2_amp x FGF19_amp,0.091500466,0.933424443,0.39678299883939694
FAM46C,Etoposide,98,288,3,0.43915893864871636,0.6394363558192343,FAM46C_mut x P2RY8_del,0.22938427596242905,0.9676888919470107,0.4022787685173616
RUNX1T1,Etoposide,21,189,47,0.44012249679524995,0.8174454927175984,ANKRD11_mut x RUNX1T1_mut,0.15224902050664535,0.9541252330728793,0.4022787685173616
SLX4,Etoposide,9,81,8,0.43879353821625133,0.8265651478421094,MLH3_mut x SLX4_mut,0.14908530981153434,0.9506646956846061,0.4022787685173616
MIB1,Etoposide,10,87,17,0.43808493145191374,0.9138572021722466,MIB1_amp x TP53_del,0.12193904736642136,0.9493118334071234,0.4022787685173616
DPYD,Etoposide,79,702,98,0.4365110022840333,1.494815538946828,DPYD_amp x FGF23_amp,0.032002541,0.8658667961037956,0.4029085750092284
BCL2L11,Etoposide,12,102,6,0.43195451177357147,0.9721721261277132,BCL2L1_amp x BCL2L11_amp,0.10661734755572283,0.9484684332229205,0.4063219733552515
MYB,Etoposide,13,117,15,0.4248049894736025,0.8460037698626806,HDAC2_amp x MYB_amp,0.14255952187695287,0.9493118334071234,0.40814057365517203
ATIC,Etoposide,33,288,11,0.42636025045067066,0.8042080942662974,ATIC_amp x DKC1_del,0.15696105377684177,0.9553343478910529,0.40814057365517203
ASXL2,Etoposide,9,81,15,0.42736650109331453,0.9342589581957442,ASXL2_mut x ATRX_mut,0.1163432099069791,0.9493118334071234,0.40814057365517203
PPP2CA,Etoposide,43,375,32,0.4274752899794213,1.0232713028443479,BRAF_mut x PPP2CA_amp,0.094782617,0.9344143751718634,0.40814057365517203
DDB2,Etoposide,20,168,12,0.42506554166103905,1.0662447067004373,CCND1_amp x DDB2_amp,0.085852964,0.9305060587604193,0.40814057365517203
CYP1B1,Etoposide,17,150,20,0.42469709218374724,1.2626997854563549,CYP1B1_amp x GPC3_del,0.054613526,0.9013178572808229,0.40814057365517203
PML,Etoposide,45,399,50,0.4214402541205198,0.9758898024700754,PML_del x TP53_mut,0.10570856992558186,0.9484684332229205,0.4103803702610441
